membership_period_id,member_id,period_year,period_start,period_end,membership_type,list_fee,discount_amount,net_membership_revenue,contribution_margin,renewed_next_period
MP000983,M00475,2023,2023-01-01,2023-12-31,Monthly flexible,480,75,405,166.05,Yes
MP000984,M00475,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP000985,M00476,2024,2024-04-05,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000986,M00476,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP000987,M00477,2023,2023-08-29,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000988,M00477,2024,2024-01-01,2024-12-31,Monthly flexible,480,25,455,186.55,Yes
MP000989,M00477,2025,2025-01-01,2025-12-31,Monthly flexible,480,50,430,176.3,Censored
MP000990,M00478,2024,2024-06-02,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP000991,M00478,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP000992,M00479,2022,2022-03-03,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP000993,M00479,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,No
MP000994,M00480,2022,2022-04-05,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP000995,M00480,2023,2023-01-01,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP000996,M00480,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP000997,M00480,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP000998,M00481,2022,2022-11-18,2022-12-31,Youth annual,300,0,300,93,Yes
MP000999,M00481,2023,2023-01-01,2023-12-31,Youth annual,300,0,300,93,Yes
MP001000,M00481,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,Yes
MP001001,M00481,2025,2025-01-01,2025-12-31,Youth annual,300,75,225,69.75,Censored
MP001002,M00482,2024,2024-03-26,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001003,M00482,2025,2025-01-01,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP001004,M00483,2025,2025-06-15,2025-12-31,Family annual,840,25,815,317.85,Censored
MP001005,M00484,2024,2024-06-25,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001006,M00484,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001007,M00485,2024,2024-06-11,2024-12-31,Youth annual,300,0,300,93,No
MP001008,M00486,2024,2024-04-29,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001009,M00486,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001010,M00487,2024,2024-08-04,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001011,M00487,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001012,M00488,2022,2022-08-19,2022-12-31,Adult annual,540,25,515,226.6,No
MP001013,M00489,2025,2025-10-25,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001014,M00490,2024,2024-07-26,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001015,M00490,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001016,M00491,2024,2024-02-13,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001017,M00491,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001018,M00492,2024,2024-04-09,2024-12-31,Family annual,840,50,790,308.1,No
MP001019,M00493,2025,2025-05-27,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001020,M00494,2024,2024-06-10,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001021,M00494,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001022,M00495,2022,2022-04-25,2022-12-31,Family annual,840,25,815,317.85,Yes
MP001023,M00495,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001024,M00495,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001025,M00495,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP001026,M00496,2025,2025-06-19,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001027,M00497,2023,2023-06-20,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001028,M00497,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP001029,M00498,2024,2024-08-06,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001030,M00498,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001031,M00499,2024,2024-06-10,2024-12-31,Adult annual,540,0,540,237.6,No
MP001032,M00500,2023,2023-02-04,2023-12-31,Monthly flexible,480,75,405,166.05,Yes
MP001033,M00500,2024,2024-01-01,2024-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001034,M00500,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001035,M00501,2023,2023-08-21,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001036,M00501,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001037,M00501,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP001038,M00502,2024,2024-09-22,2024-12-31,Adult annual,540,0,540,237.6,No
MP001039,M00503,2025,2025-05-07,2025-12-31,Family annual,840,25,815,317.85,Censored
MP001040,M00504,2023,2023-01-20,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP001041,M00504,2024,2024-01-01,2024-12-31,Adult annual,540,75,465,204.6,Yes
MP001042,M00504,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001043,M00505,2022,2022-04-03,2022-12-31,Senior annual,390,75,315,113.4,Yes
MP001044,M00505,2023,2023-01-01,2023-12-31,Senior annual,390,25,365,131.4,Yes
MP001045,M00505,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001046,M00505,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001047,M00506,2023,2023-07-14,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001048,M00506,2024,2024-01-01,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP001049,M00506,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001050,M00507,2024,2024-06-08,2024-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001051,M00507,2025,2025-01-01,2025-12-31,Monthly flexible,480,25,455,186.55,Censored
MP001052,M00508,2024,2024-10-16,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001053,M00508,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001054,M00509,2023,2023-10-27,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001055,M00509,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001056,M00509,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001057,M00510,2025,2025-11-19,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001058,M00511,2024,2024-11-02,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001059,M00511,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001060,M00512,2023,2023-10-07,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP001061,M00512,2024,2024-01-01,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP001062,M00512,2025,2025-01-01,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP001063,M00513,2023,2023-04-11,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP001064,M00513,2024,2024-01-01,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP001065,M00513,2025,2025-01-01,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP001066,M00514,2022,2022-05-28,2022-12-31,Adult annual,540,0,540,237.6,No
MP001067,M00515,2024,2024-06-25,2024-12-31,Adult annual,540,0,540,237.6,No
MP001068,M00516,2024,2024-08-15,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001069,M00516,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001070,M00517,2023,2023-10-22,2023-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001071,M00517,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP001072,M00518,2024,2024-07-18,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001073,M00518,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001074,M00519,2023,2023-11-17,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP001075,M00519,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001076,M00519,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001077,M00520,2024,2024-10-25,2024-12-31,Youth annual,300,0,300,93,Yes
MP001078,M00520,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP001079,M00521,2025,2025-06-30,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001080,M00522,2022,2022-04-30,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001081,M00522,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001082,M00522,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP001083,M00523,2024,2024-09-24,2024-12-31,Monthly flexible,480,50,430,176.3,Yes
MP001084,M00523,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001085,M00524,2024,2024-09-13,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP001086,M00524,2025,2025-01-01,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP001087,M00525,2023,2023-07-26,2023-12-31,Monthly flexible,480,25,455,186.55,No
MP001088,M00526,2024,2024-05-07,2024-12-31,Senior annual,390,0,390,140.4,No
MP001089,M00527,2023,2023-02-15,2023-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001090,M00527,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001091,M00527,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001092,M00528,2023,2023-05-21,2023-12-31,Adult annual,540,75,465,204.6,Yes
MP001093,M00528,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001094,M00528,2025,2025-01-01,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP001095,M00529,2025,2025-07-15,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001096,M00530,2022,2022-06-13,2022-12-31,Family annual,840,0,840,327.6,No
MP001097,M00531,2024,2024-05-08,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001098,M00531,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001099,M00532,2023,2023-06-27,2023-12-31,Family annual,840,25,815,317.85,Yes
MP001100,M00532,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001101,M00532,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001102,M00533,2022,2022-06-27,2022-12-31,Family annual,840,0,840,327.6,Yes
MP001103,M00533,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001104,M00533,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001105,M00533,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001106,M00534,2023,2023-04-25,2023-12-31,Adult annual,540,0,540,237.6,No
MP001107,M00535,2024,2024-02-27,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001108,M00535,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001109,M00536,2023,2023-06-15,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001110,M00536,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001111,M00536,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001112,M00537,2023,2023-09-07,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP001113,M00537,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001114,M00537,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001115,M00538,2025,2025-04-22,2025-12-31,Youth annual,300,25,275,85.25,Censored
MP001116,M00539,2025,2025-06-27,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001117,M00540,2025,2025-08-25,2025-12-31,Monthly flexible,480,75,405,166.05,Censored
MP001118,M00541,2025,2025-09-12,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001119,M00542,2024,2024-03-09,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001120,M00542,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001121,M00543,2022,2022-06-23,2022-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001122,M00543,2023,2023-01-01,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001123,M00543,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001124,M00543,2025,2025-01-01,2025-12-31,Monthly flexible,480,50,430,176.3,Censored
MP001125,M00544,2025,2025-05-14,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001126,M00545,2025,2025-10-10,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001127,M00546,2025,2025-11-11,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001128,M00547,2022,2022-05-12,2022-12-31,Family annual,840,0,840,327.6,No
MP001129,M00548,2023,2023-03-06,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001130,M00548,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP001131,M00549,2022,2022-05-29,2022-12-31,Senior annual,390,0,390,140.4,No
MP001132,M00550,2024,2024-02-16,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001133,M00550,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP001134,M00551,2025,2025-10-02,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001135,M00552,2023,2023-08-02,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001136,M00552,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001137,M00552,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001138,M00553,2024,2024-10-25,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP001139,M00553,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001140,M00554,2024,2024-08-02,2024-12-31,Adult annual,540,25,515,226.6,No
MP001141,M00555,2023,2023-08-07,2023-12-31,Adult annual,540,75,465,204.6,Yes
MP001142,M00555,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001143,M00555,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001144,M00556,2024,2024-06-14,2024-12-31,Monthly flexible,480,25,455,186.55,No
MP001145,M00557,2024,2024-05-07,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001146,M00557,2025,2025-01-01,2025-12-31,Senior annual,390,25,365,131.4,Censored
MP001147,M00558,2025,2025-05-29,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001148,M00559,2022,2022-08-31,2022-12-31,Senior annual,390,0,390,140.4,Yes
MP001149,M00559,2023,2023-01-01,2023-12-31,Senior annual,390,50,340,122.4,Yes
MP001150,M00559,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,No
MP001151,M00560,2023,2023-06-16,2023-12-31,Family annual,840,0,840,327.6,Yes
MP001152,M00560,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001153,M00560,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001154,M00561,2023,2023-08-26,2023-12-31,Youth annual,300,0,300,93,Yes
MP001155,M00561,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,Yes
MP001156,M00561,2025,2025-01-01,2025-12-31,Youth annual,300,75,225,69.75,Censored
MP001157,M00562,2024,2024-01-09,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001158,M00562,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001159,M00563,2023,2023-03-21,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP001160,M00564,2024,2024-08-16,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001161,M00564,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001162,M00565,2023,2023-04-14,2023-12-31,Adult annual,540,0,540,237.6,No
MP001163,M00566,2022,2022-09-08,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP001164,M00566,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001165,M00566,2024,2024-01-01,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP001166,M00566,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001167,M00567,2025,2025-09-04,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001168,M00568,2023,2023-10-05,2023-12-31,Family annual,840,25,815,317.85,Yes
MP001169,M00568,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001170,M00568,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP001171,M00569,2022,2022-07-27,2022-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001172,M00569,2023,2023-01-01,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP001173,M00570,2024,2024-08-30,2024-12-31,Adult annual,540,25,515,226.6,No
MP001174,M00571,2022,2022-11-11,2022-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001175,M00571,2023,2023-01-01,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001176,M00571,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001177,M00571,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001178,M00572,2023,2023-08-16,2023-12-31,Family annual,840,0,840,327.6,No
MP001179,M00573,2023,2023-08-28,2023-12-31,Family annual,840,25,815,317.85,No
MP001180,M00574,2022,2022-10-17,2022-12-31,Adult annual,540,75,465,204.6,Yes
MP001181,M00574,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,No
MP001182,M00575,2025,2025-02-02,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP001183,M00576,2022,2022-01-25,2022-12-31,Monthly flexible,480,0,480,196.8,No
MP001184,M00577,2025,2025-06-11,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001185,M00578,2024,2024-06-17,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP001186,M00578,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001187,M00579,2024,2024-08-22,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001188,M00579,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001189,M00580,2024,2024-06-07,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001190,M00580,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001191,M00581,2023,2023-07-05,2023-12-31,Senior annual,390,50,340,122.4,No
MP001192,M00582,2023,2023-08-10,2023-12-31,Adult annual,540,75,465,204.6,Yes
MP001193,M00582,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001194,M00582,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001195,M00583,2024,2024-02-28,2024-12-31,Senior annual,390,25,365,131.4,Yes
MP001196,M00583,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001197,M00584,2024,2024-11-10,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP001198,M00585,2024,2024-01-10,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP001199,M00585,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP001200,M00586,2024,2024-06-17,2024-12-31,Adult annual,540,0,540,237.6,No
MP001201,M00587,2023,2023-11-04,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP001202,M00588,2025,2025-04-19,2025-12-31,Youth annual,300,0,300,93,Censored
MP001203,M00589,2023,2023-03-03,2023-12-31,Family annual,840,50,790,308.1,No
MP001204,M00590,2025,2025-02-24,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP001205,M00591,2023,2023-08-04,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP001206,M00591,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP001207,M00592,2024,2024-10-19,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001208,M00592,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001209,M00593,2023,2023-01-15,2023-12-31,Youth annual,300,0,300,93,Yes
MP001210,M00593,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,No
MP001211,M00594,2024,2024-05-16,2024-12-31,Monthly flexible,480,25,455,186.55,No
MP001212,M00595,2024,2024-09-11,2024-12-31,Monthly flexible,480,75,405,166.05,Yes
MP001213,M00595,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001214,M00596,2024,2024-01-22,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001215,M00596,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001216,M00597,2025,2025-02-20,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001217,M00598,2024,2024-06-10,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001218,M00598,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001219,M00599,2022,2022-01-18,2022-12-31,Senior annual,390,50,340,122.4,Yes
MP001220,M00599,2023,2023-01-01,2023-12-31,Senior annual,390,0,390,140.4,No
MP001221,M00600,2025,2025-07-28,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001222,M00601,2023,2023-07-25,2023-12-31,Youth annual,300,0,300,93,Yes
MP001223,M00601,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,No
MP001224,M00602,2023,2023-04-05,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001225,M00602,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001226,M00602,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001227,M00603,2022,2022-01-06,2022-12-31,Senior annual,390,0,390,140.4,Yes
MP001228,M00603,2023,2023-01-01,2023-12-31,Senior annual,390,25,365,131.4,Yes
MP001229,M00603,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,No
MP001230,M00604,2023,2023-10-26,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001231,M00604,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001232,M00604,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001233,M00605,2024,2024-01-16,2024-12-31,Family annual,840,0,840,327.6,Yes
MP001234,M00605,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP001235,M00606,2022,2022-09-27,2022-12-31,Adult annual,540,25,515,226.6,Yes
MP001236,M00606,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP001237,M00606,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP001238,M00606,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001239,M00607,2023,2023-03-29,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP001240,M00607,2024,2024-01-01,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP001241,M00607,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP001242,M00608,2022,2022-04-17,2022-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001243,M00608,2023,2023-01-01,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP001244,M00608,2024,2024-01-01,2024-12-31,Monthly flexible,480,25,455,186.55,Yes
MP001245,M00608,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP001246,M00609,2022,2022-10-21,2022-12-31,Adult annual,540,25,515,226.6,Yes
MP001247,M00609,2023,2023-01-01,2023-12-31,Adult annual,540,25,515,226.6,Yes
