response_id,campaign_id,member_id,contacted,clicked_or_engaged,converted_membership,attributed_revenue
CR0002952,C010,M00341,Yes,Yes,No,0
CR0002953,C010,M00060,Yes,No,No,0
CR0002954,C010,M00794,Yes,No,No,0
CR0002955,C010,M01244,Yes,No,No,0
CR0002956,C010,M01368,Yes,No,No,0
CR0002957,C010,M01178,Yes,No,No,0
CR0002958,C010,M00730,Yes,No,No,0
CR0002959,C010,M01187,Yes,No,No,0
CR0002960,C010,M00323,Yes,No,No,0
CR0002961,C010,M00070,Yes,No,No,0
CR0002962,C010,M00481,Yes,No,Yes,300
CR0002963,C010,M00357,Yes,No,No,0
CR0002964,C010,M00788,Yes,No,No,0
CR0002965,C010,M01233,Yes,No,No,0
CR0002966,C010,M00654,Yes,No,No,0
CR0002967,C010,M01386,Yes,No,No,0
CR0002968,C010,M00976,Yes,No,No,0
CR0002969,C010,M00536,Yes,No,No,0
CR0002970,C010,M00388,Yes,No,No,0
CR0002971,C010,M00306,Yes,No,No,0
CR0002972,C010,M00360,Yes,No,No,0
CR0002973,C010,M01376,Yes,No,Yes,840
CR0002974,C010,M00762,Yes,No,No,0
CR0002975,C010,M01001,Yes,No,No,0
CR0002976,C010,M00293,Yes,No,No,0
CR0002977,C010,M00775,Yes,No,Yes,480
CR0002978,C010,M00039,Yes,No,No,0
CR0002979,C010,M01035,Yes,No,Yes,390
CR0002980,C010,M01166,Yes,No,No,0
CR0002981,C010,M00790,Yes,Yes,No,0
CR0002982,C010,M00452,Yes,No,No,0
CR0002983,C010,M00772,Yes,No,No,0
CR0002984,C010,M00825,Yes,No,No,0
CR0002985,C010,M01242,Yes,No,No,0
CR0002986,C010,M01070,Yes,Yes,No,0
CR0002987,C010,M00806,Yes,No,No,0
CR0002988,C010,M00908,Yes,Yes,No,0
CR0002989,C010,M00578,Yes,No,No,0
CR0002990,C010,M01054,Yes,Yes,No,0
CR0002991,C010,M00424,Yes,Yes,No,0
CR0002992,C010,M01303,Yes,No,No,0
CR0002993,C011,M01195,Yes,No,No,0
CR0002994,C011,M01098,Yes,No,No,0
CR0002995,C011,M00439,Yes,Yes,No,0
CR0002996,C011,M00628,Yes,No,No,0
CR0002997,C011,M01360,Yes,No,Yes,540
CR0002998,C011,M01193,Yes,No,No,0
CR0002999,C011,M01383,Yes,No,No,0
CR0003000,C011,M00442,Yes,No,No,0
CR0003001,C011,M01309,Yes,No,No,0
CR0003002,C011,M00209,Yes,No,No,0
CR0003003,C011,M00449,Yes,No,No,0
CR0003004,C011,M00871,Yes,Yes,No,0
CR0003005,C011,M01004,Yes,No,No,0
CR0003006,C011,M01362,Yes,No,No,0
CR0003007,C011,M00930,Yes,Yes,Yes,540
CR0003008,C011,M00684,Yes,No,No,0
CR0003009,C011,M00945,Yes,No,Yes,540
CR0003010,C011,M00789,Yes,Yes,No,0
CR0003011,C011,M01301,Yes,No,Yes,480
CR0003012,C011,M00165,Yes,No,No,0
CR0003013,C011,M01150,Yes,No,Yes,540
CR0003014,C011,M00812,Yes,Yes,No,0
CR0003015,C011,M00089,Yes,No,No,0
CR0003016,C011,M01400,Yes,Yes,No,0
CR0003017,C011,M00570,Yes,No,No,0
CR0003018,C011,M00818,Yes,No,No,0
CR0003019,C011,M00293,Yes,Yes,No,0
CR0003020,C011,M00939,Yes,No,No,0
CR0003021,C011,M00946,Yes,No,No,0
CR0003022,C011,M00839,Yes,Yes,No,0
CR0003023,C011,M00859,Yes,Yes,No,0
CR0003024,C011,M01154,Yes,Yes,No,0
CR0003025,C011,M01176,Yes,No,No,0
CR0003026,C011,M00974,Yes,No,Yes,540
CR0003027,C011,M01137,Yes,No,Yes,840
CR0003028,C011,M00581,Yes,Yes,No,0
CR0003029,C011,M01191,Yes,No,No,0
CR0003030,C011,M00961,Yes,No,No,0
CR0003031,C011,M00507,Yes,No,No,0
CR0003032,C011,M00842,Yes,No,No,0
CR0003033,C011,M00122,Yes,Yes,No,0
CR0003034,C011,M00538,Yes,No,No,0
CR0003035,C011,M00472,Yes,No,No,0
CR0003036,C011,M00832,Yes,Yes,No,0
CR0003037,C011,M00663,Yes,No,No,0
CR0003038,C011,M00116,Yes,No,No,0
CR0003039,C011,M00495,Yes,No,No,0
CR0003040,C011,M00105,Yes,No,No,0
CR0003041,C011,M01120,Yes,No,No,0
CR0003042,C011,M00061,Yes,No,No,0
CR0003043,C011,M00419,Yes,No,No,0
CR0003044,C011,M00085,Yes,No,No,0
CR0003045,C011,M00101,Yes,No,No,0
CR0003046,C011,M00683,Yes,No,Yes,540
CR0003047,C011,M00242,Yes,No,No,0
CR0003048,C011,M00287,Yes,Yes,No,0
CR0003049,C011,M01381,Yes,No,No,0
CR0003050,C011,M00741,Yes,No,No,0
CR0003051,C011,M00986,Yes,No,No,0
CR0003052,C011,M00970,Yes,No,No,0
CR0003053,C011,M00768,Yes,Yes,Yes,540
CR0003054,C011,M00814,Yes,No,No,0
CR0003055,C011,M01304,Yes,No,No,0
CR0003056,C011,M00841,Yes,No,No,0
CR0003057,C011,M00386,Yes,Yes,No,0
CR0003058,C011,M00566,Yes,No,Yes,540
CR0003059,C011,M01011,Yes,No,No,0
CR0003060,C011,M00954,Yes,No,No,0
CR0003061,C011,M01218,Yes,No,No,0
CR0003062,C011,M01174,Yes,Yes,No,0
CR0003063,C011,M00491,Yes,No,No,0
CR0003064,C011,M00589,Yes,No,No,0
CR0003065,C011,M00522,Yes,No,No,0
CR0003066,C011,M00416,Yes,No,No,0
CR0003067,C011,M00716,Yes,No,No,0
CR0003068,C011,M01279,Yes,No,No,0
CR0003069,C011,M00343,Yes,No,No,0
CR0003070,C011,M01189,Yes,No,No,0
CR0003071,C011,M01048,Yes,No,Yes,480
CR0003072,C011,M01165,Yes,No,No,0
CR0003073,C011,M00722,Yes,No,No,0
CR0003074,C011,M01121,Yes,No,No,0
CR0003075,C011,M00474,Yes,No,No,0
CR0003076,C011,M00727,Yes,No,No,0
CR0003077,C011,M01193,Yes,No,No,0
CR0003078,C011,M00493,Yes,Yes,No,0
CR0003079,C011,M00610,Yes,No,No,0
CR0003080,C011,M00846,Yes,No,No,0
CR0003081,C011,M00328,Yes,No,No,0
CR0003082,C011,M00174,Yes,Yes,No,0
CR0003083,C011,M00734,Yes,Yes,No,0
CR0003084,C011,M00816,Yes,Yes,Yes,480
CR0003085,C011,M00999,Yes,No,No,0
CR0003086,C011,M00350,Yes,No,No,0
CR0003087,C011,M00711,Yes,No,Yes,540
CR0003088,C011,M01024,Yes,No,No,0
CR0003089,C011,M00016,Yes,No,No,0
CR0003090,C011,M00355,Yes,Yes,No,0
CR0003091,C011,M00425,Yes,No,No,0
CR0003092,C011,M01039,Yes,Yes,No,0
CR0003093,C011,M00440,Yes,No,No,0
CR0003094,C011,M01198,Yes,No,No,0
CR0003095,C011,M00953,Yes,Yes,No,0
CR0003096,C011,M00193,Yes,No,No,0
CR0003097,C011,M01214,Yes,No,No,0
CR0003098,C011,M00618,Yes,Yes,No,0
CR0003099,C011,M00296,Yes,Yes,No,0
CR0003100,C011,M00136,Yes,No,No,0
CR0003101,C011,M00035,Yes,No,No,0
CR0003102,C011,M01100,Yes,No,No,0
CR0003103,C011,M00944,Yes,No,No,0
CR0003104,C011,M00367,Yes,No,No,0
CR0003105,C011,M01372,Yes,No,No,0
CR0003106,C011,M00474,Yes,Yes,No,0
CR0003107,C011,M01294,Yes,No,No,0
CR0003108,C011,M00091,Yes,No,No,0
CR0003109,C011,M00115,Yes,Yes,Yes,540
CR0003110,C011,M00896,Yes,No,No,0
CR0003111,C011,M00717,Yes,No,No,0
CR0003112,C011,M01066,Yes,No,No,0
CR0003113,C011,M00222,Yes,Yes,No,0
CR0003114,C011,M00745,Yes,No,No,0
CR0003115,C011,M00837,Yes,No,No,0
CR0003116,C011,M00785,Yes,No,No,0
CR0003117,C011,M00723,Yes,No,No,0
CR0003118,C011,M00104,Yes,No,No,0
CR0003119,C011,M00748,Yes,No,Yes,540
CR0003120,C011,M00401,Yes,Yes,No,0
CR0003121,C011,M00258,Yes,Yes,No,0
CR0003122,C011,M01135,Yes,No,Yes,540
CR0003123,C011,M00165,Yes,Yes,No,0
CR0003124,C011,M00770,Yes,No,No,0
CR0003125,C011,M01043,Yes,No,No,0
CR0003126,C011,M00392,Yes,No,No,0
CR0003127,C011,M01183,Yes,No,No,0
CR0003128,C011,M00773,Yes,Yes,No,0
CR0003129,C011,M00178,Yes,Yes,Yes,540
CR0003130,C011,M01229,Yes,No,No,0
CR0003131,C011,M00596,Yes,No,No,0
CR0003132,C011,M00164,Yes,No,No,0
CR0003133,C011,M01211,Yes,No,No,0
CR0003134,C011,M00828,Yes,Yes,No,0
CR0003135,C011,M00626,Yes,No,No,0
CR0003136,C011,M00873,Yes,No,Yes,300
CR0003137,C011,M00052,Yes,No,Yes,540
CR0003138,C011,M00332,Yes,No,Yes,390
CR0003139,C011,M00410,Yes,Yes,No,0
CR0003140,C011,M01222,Yes,No,No,0
CR0003141,C011,M00599,Yes,No,No,0
CR0003142,C011,M00169,Yes,Yes,No,0
CR0003143,C011,M01271,Yes,No,No,0
CR0003144,C011,M00013,Yes,Yes,No,0
CR0003145,C011,M01149,Yes,No,No,0
CR0003146,C011,M00204,Yes,No,No,0
CR0003147,C011,M00536,Yes,No,No,0
CR0003148,C011,M00480,Yes,Yes,No,0
CR0003149,C011,M00276,Yes,Yes,No,0
CR0003150,C011,M00134,Yes,No,Yes,480
CR0003151,C011,M00095,Yes,No,No,0
CR0003152,C011,M01129,Yes,No,No,0
CR0003153,C011,M00629,Yes,Yes,No,0
CR0003154,C011,M00491,Yes,No,No,0
CR0003155,C011,M01341,Yes,No,No,0
CR0003156,C011,M00668,Yes,No,No,0
CR0003157,C011,M00841,Yes,Yes,No,0
CR0003158,C011,M00283,Yes,Yes,No,0
CR0003159,C011,M00730,Yes,No,No,0
CR0003160,C011,M01213,Yes,No,No,0
CR0003161,C011,M00402,Yes,No,No,0
CR0003162,C011,M00693,Yes,No,No,0
CR0003163,C011,M00625,Yes,No,No,0
CR0003164,C011,M00946,Yes,No,No,0
CR0003165,C011,M01178,Yes,No,No,0
CR0003166,C011,M00594,Yes,No,No,0
CR0003167,C011,M00318,Yes,No,No,0
CR0003168,C011,M00952,Yes,Yes,No,0
CR0003169,C011,M00794,Yes,No,No,0
CR0003170,C011,M00518,Yes,No,No,0
CR0003171,C011,M00861,Yes,No,No,0
CR0003172,C011,M00017,Yes,No,No,0
CR0003173,C011,M00065,Yes,No,No,0
CR0003174,C011,M00179,Yes,No,No,0
CR0003175,C011,M00069,Yes,Yes,No,0
CR0003176,C011,M00783,Yes,Yes,No,0
CR0003177,C011,M01283,Yes,No,Yes,540
CR0003178,C011,M00711,Yes,No,No,0
CR0003179,C011,M00778,Yes,No,No,0
CR0003180,C011,M00215,Yes,No,Yes,540
CR0003181,C011,M01021,Yes,No,No,0
CR0003182,C011,M01016,Yes,Yes,No,0
CR0003183,C011,M00289,Yes,No,Yes,480
CR0003184,C011,M01277,Yes,No,No,0
CR0003185,C011,M00161,Yes,No,No,0
CR0003186,C011,M00955,Yes,No,Yes,540
CR0003187,C011,M00327,Yes,Yes,No,0
CR0003188,C011,M00320,Yes,No,No,0
CR0003189,C011,M00491,Yes,No,Yes,540
CR0003190,C011,M00181,Yes,No,No,0
CR0003191,C011,M00350,Yes,Yes,No,0
CR0003192,C011,M01198,Yes,No,No,0
CR0003193,C011,M00877,Yes,No,No,0
CR0003194,C011,M00996,Yes,No,No,0
CR0003195,C011,M01063,Yes,Yes,No,0
CR0003196,C011,M00496,Yes,No,No,0
CR0003197,C011,M00134,Yes,Yes,No,0
CR0003198,C011,M00511,Yes,No,No,0
CR0003199,C011,M01253,Yes,No,Yes,480
CR0003200,C011,M00609,Yes,No,No,0
CR0003201,C011,M01363,Yes,No,No,0
CR0003202,C011,M00043,Yes,No,Yes,540
CR0003203,C011,M00812,Yes,No,No,0
CR0003204,C011,M00826,Yes,No,No,0
CR0003205,C011,M00747,Yes,No,No,0
CR0003206,C011,M00730,Yes,Yes,No,0
CR0003207,C011,M00232,Yes,No,No,0
CR0003208,C011,M01057,Yes,Yes,No,0
CR0003209,C011,M00430,Yes,Yes,No,0
CR0003210,C011,M00007,Yes,No,No,0
CR0003211,C011,M00529,Yes,Yes,No,0
CR0003212,C011,M00051,Yes,Yes,No,0
CR0003213,C011,M00357,Yes,No,No,0
CR0003214,C011,M01200,Yes,No,Yes,840
CR0003215,C011,M00071,Yes,No,No,0
CR0003216,C011,M00451,Yes,No,No,0
CR0003217,C011,M00505,Yes,No,No,0
CR0003218,C011,M01383,Yes,No,No,0
CR0003219,C011,M00946,Yes,No,No,0
CR0003220,C011,M00638,Yes,No,No,0
CR0003221,C011,M00723,Yes,No,No,0
CR0003222,C011,M00299,Yes,No,No,0
CR0003223,C011,M01234,Yes,No,No,0
CR0003224,C011,M01227,Yes,No,No,0
CR0003225,C011,M00897,Yes,Yes,No,0
CR0003226,C011,M00770,Yes,No,No,0
CR0003227,C011,M00652,Yes,No,Yes,840
CR0003228,C011,M00157,Yes,No,No,0
CR0003229,C011,M00967,Yes,No,No,0
CR0003230,C011,M00998,Yes,No,No,0
CR0003231,C011,M00004,Yes,Yes,No,0
CR0003232,C011,M01065,Yes,No,No,0
CR0003233,C011,M00271,Yes,No,No,0
CR0003234,C011,M01092,Yes,Yes,Yes,540
CR0003235,C011,M00132,Yes,No,No,0
CR0003236,C012,M00546,Yes,No,No,0
CR0003237,C012,M01145,Yes,No,No,0
CR0003238,C012,M00899,Yes,No,No,0
CR0003239,C012,M00440,Yes,No,No,0
CR0003240,C012,M01359,Yes,Yes,No,0
CR0003241,C012,M00762,Yes,No,No,0
CR0003242,C012,M00370,Yes,No,No,0
CR0003243,C012,M00350,Yes,No,No,0
CR0003244,C012,M00166,Yes,No,No,0
CR0003245,C012,M01381,Yes,Yes,No,0
CR0003246,C012,M00427,Yes,No,No,0
CR0003247,C012,M01132,Yes,No,No,0
CR0003248,C012,M00506,Yes,No,No,0
CR0003249,C012,M00008,Yes,No,No,0
CR0003250,C012,M00438,Yes,No,No,0
CR0003251,C012,M00688,Yes,No,No,0
CR0003252,C012,M00933,Yes,No,No,0
CR0003253,C012,M00374,Yes,No,No,0
CR0003254,C012,M00169,Yes,No,No,0
CR0003255,C012,M01185,Yes,No,No,0
CR0003256,C012,M01334,Yes,No,No,0
CR0003257,C012,M00173,Yes,Yes,No,0
CR0003258,C012,M01168,Yes,No,No,0
CR0003259,C012,M00039,Yes,No,No,0
CR0003260,C012,M00359,Yes,No,No,0
CR0003261,C012,M00725,Yes,No,No,0
CR0003262,C012,M01267,Yes,No,No,0
CR0003263,C012,M00414,Yes,Yes,No,0
CR0003264,C012,M01056,Yes,No,No,0
CR0003265,C012,M00759,Yes,Yes,No,0
CR0003266,C012,M01295,Yes,No,Yes,540
CR0003267,C012,M01262,Yes,Yes,No,0
CR0003268,C012,M00454,Yes,No,No,0
CR0003269,C012,M00982,Yes,No,No,0
CR0003270,C012,M00407,Yes,No,No,0
CR0003271,C012,M00411,Yes,No,No,0
CR0003272,C012,M00333,Yes,Yes,No,0
CR0003273,C012,M01027,Yes,No,No,0
CR0003274,C012,M00459,Yes,Yes,No,0
CR0003275,C012,M00751,Yes,No,No,0
CR0003276,C012,M00480,Yes,No,No,0
CR0003277,C012,M00950,Yes,No,No,0
CR0003278,C012,M00836,Yes,Yes,No,0
CR0003279,C012,M00225,Yes,Yes,No,0
CR0003280,C012,M01171,Yes,Yes,No,0
CR0003281,C012,M00129,Yes,No,No,0
CR0003282,C012,M01365,Yes,No,No,0
CR0003283,C012,M01099,Yes,Yes,No,0
CR0003284,C012,M00055,Yes,No,No,0
CR0003285,C012,M00146,Yes,No,Yes,390
CR0003286,C012,M00438,Yes,No,No,0
CR0003287,C012,M00564,Yes,No,No,0
CR0003288,C012,M00669,Yes,No,No,0
CR0003289,C012,M00872,Yes,No,No,0
CR0003290,C012,M00654,Yes,No,No,0
CR0003291,C012,M00487,Yes,No,No,0
CR0003292,C012,M01282,Yes,No,No,0
CR0003293,C012,M00879,Yes,Yes,No,0
CR0003294,C012,M00218,Yes,No,No,0
CR0003295,C012,M00917,Yes,Yes,No,0
CR0003296,C012,M00999,Yes,No,No,0
CR0003297,C012,M00004,Yes,Yes,No,0
CR0003298,C012,M00550,Yes,No,No,0
CR0003299,C012,M00257,Yes,No,No,0
CR0003300,C012,M01194,Yes,Yes,No,0
CR0003301,C012,M00753,Yes,No,No,0
CR0003302,C012,M01274,Yes,Yes,No,0
CR0003303,C012,M01113,Yes,No,No,0
CR0003304,C012,M00640,Yes,Yes,No,0
CR0003305,C012,M00112,Yes,No,No,0
CR0003306,C012,M01183,Yes,No,Yes,840
CR0003307,C012,M01089,Yes,Yes,No,0
CR0003308,C012,M01282,Yes,No,No,0
CR0003309,C012,M01173,Yes,Yes,No,0
CR0003310,C012,M00436,Yes,No,No,0
CR0003311,C012,M01323,Yes,No,No,0
CR0003312,C012,M00660,Yes,No,No,0
CR0003313,C012,M00902,Yes,No,Yes,840
CR0003314,C012,M01218,Yes,No,No,0
CR0003315,C012,M00743,Yes,No,No,0
CR0003316,C012,M01324,Yes,No,Yes,840
CR0003317,C012,M01203,Yes,No,No,0
CR0003318,C012,M00777,Yes,No,No,0
CR0003319,C012,M00629,Yes,No,No,0
CR0003320,C012,M01018,Yes,Yes,No,0
CR0003321,C012,M01299,Yes,No,No,0
CR0003322,C012,M00941,Yes,No,Yes,840
CR0003323,C012,M00718,Yes,No,No,0
CR0003324,C012,M00294,Yes,Yes,No,0
CR0003325,C012,M00234,Yes,No,No,0
CR0003326,C012,M01043,Yes,No,No,0
CR0003327,C012,M00657,Yes,No,No,0
CR0003328,C012,M00794,Yes,Yes,No,0
CR0003329,C012,M00515,Yes,Yes,No,0
CR0003330,C012,M00100,Yes,No,No,0
CR0003331,C012,M00996,Yes,No,No,0
CR0003332,C012,M00340,Yes,No,No,0
CR0003333,C012,M01213,Yes,No,No,0
CR0003334,C012,M01023,Yes,Yes,No,0
CR0003335,C012,M00899,Yes,Yes,No,0
CR0003336,C012,M00105,Yes,No,No,0
CR0003337,C012,M00952,Yes,No,Yes,540
CR0003338,C012,M01212,Yes,Yes,No,0
CR0003339,C012,M00292,Yes,No,No,0
CR0003340,C012,M01186,Yes,No,No,0
CR0003341,C012,M00266,Yes,No,No,0
CR0003342,C012,M01208,Yes,No,No,0
CR0003343,C012,M01080,Yes,No,No,0
CR0003344,C012,M00571,Yes,No,No,0
CR0003345,C012,M00839,Yes,No,No,0
CR0003346,C012,M00430,Yes,No,No,0
CR0003347,C012,M00818,Yes,No,No,0
CR0003348,C012,M00936,Yes,No,No,0
CR0003349,C012,M00940,Yes,Yes,No,0
CR0003350,C012,M00571,Yes,No,No,0
CR0003351,C012,M00240,Yes,No,No,0
CR0003352,C012,M00295,Yes,No,No,0
CR0003353,C012,M00383,Yes,No,Yes,480
CR0003354,C012,M00748,Yes,No,No,0
CR0003355,C012,M01002,Yes,No,No,0
CR0003356,C012,M01069,Yes,No,Yes,390
CR0003357,C012,M01225,Yes,No,No,0
CR0003358,C012,M01019,Yes,No,No,0
CR0003359,C012,M01270,Yes,Yes,No,0
CR0003360,C012,M01281,Yes,No,No,0
CR0003361,C012,M00718,Yes,Yes,No,0
CR0003362,C012,M00481,Yes,No,No,0
CR0003363,C012,M00852,Yes,No,No,0
CR0003364,C012,M00306,Yes,No,No,0
CR0003365,C012,M00443,Yes,No,No,0
CR0003366,C012,M00470,Yes,No,No,0
CR0003367,C012,M00585,Yes,No,No,0
CR0003368,C012,M00658,Yes,Yes,No,0
CR0003369,C012,M00541,Yes,No,Yes,840
CR0003370,C012,M00833,Yes,No,No,0
CR0003371,C012,M00918,Yes,No,No,0
CR0003372,C012,M00444,Yes,No,No,0
CR0003373,C012,M00460,Yes,No,No,0
CR0003374,C012,M00612,Yes,Yes,No,0
CR0003375,C012,M00638,Yes,No,No,0
CR0003376,C012,M00022,Yes,No,No,0
CR0003377,C012,M00557,Yes,Yes,No,0
CR0003378,C012,M00870,Yes,No,No,0
CR0003379,C012,M01333,Yes,No,No,0
CR0003380,C012,M00248,Yes,No,No,0
CR0003381,C012,M01132,Yes,Yes,No,0
CR0003382,C012,M00674,Yes,No,No,0
CR0003383,C012,M00697,Yes,No,No,0
CR0003384,C012,M00108,Yes,No,No,0
CR0003385,C012,M00403,Yes,No,No,0
CR0003386,C012,M00411,Yes,Yes,No,0
CR0003387,C012,M00042,Yes,No,No,0
CR0003388,C012,M01009,Yes,No,No,0
CR0003389,C012,M00313,Yes,No,No,0
CR0003390,C012,M01112,Yes,No,No,0
CR0003391,C012,M01341,Yes,No,No,0
CR0003392,C012,M00715,Yes,No,Yes,540
CR0003393,C012,M01375,Yes,No,No,0
CR0003394,C012,M01152,Yes,No,No,0
CR0003395,C012,M01008,Yes,No,No,0
CR0003396,C012,M00309,Yes,No,No,0
CR0003397,C012,M00149,Yes,No,No,0
CR0003398,C012,M00025,Yes,No,No,0
CR0003399,C012,M01305,Yes,No,No,0
CR0003400,C012,M01375,Yes,No,No,0
CR0003401,C012,M00682,Yes,No,No,0
CR0003402,C012,M00329,Yes,No,No,0
CR0003403,C012,M00121,Yes,No,No,0
CR0003404,C012,M00806,Yes,No,No,0
CR0003405,C012,M00548,Yes,No,No,0
CR0003406,C012,M00978,Yes,No,No,0
CR0003407,C012,M00561,Yes,No,No,0
CR0003408,C012,M00891,Yes,No,No,0
CR0003409,C012,M01324,Yes,No,No,0
CR0003410,C012,M00719,Yes,No,No,0
CR0003411,C012,M00378,Yes,No,No,0
CR0003412,C012,M00564,Yes,No,No,0
CR0003413,C012,M00664,Yes,No,No,0
CR0003414,C012,M01067,Yes,No,No,0
CR0003415,C012,M01174,Yes,No,No,0
CR0003416,C012,M00875,Yes,No,No,0
CR0003417,C012,M00778,Yes,No,No,0
CR0003418,C012,M01297,Yes,Yes,No,0
CR0003419,C012,M00833,Yes,Yes,No,0
CR0003420,C012,M00518,Yes,No,No,0
CR0003421,C012,M00670,Yes,No,No,0
CR0003422,C012,M00799,Yes,No,No,0
CR0003423,C012,M01207,Yes,No,No,0
CR0003424,C012,M00727,Yes,Yes,No,0
CR0003425,C012,M00343,Yes,No,No,0
CR0003426,C012,M00980,Yes,No,No,0
CR0003427,C012,M00146,Yes,No,No,0
CR0003428,C012,M00965,Yes,No,No,0
CR0003429,C012,M00101,Yes,No,No,0
CR0003430,C012,M00409,Yes,No,No,0
CR0003431,C012,M00126,Yes,Yes,No,0
CR0003432,C012,M00450,Yes,Yes,No,0
CR0003433,C012,M00819,Yes,No,No,0
CR0003434,C012,M00468,Yes,Yes,No,0
CR0003435,C012,M01367,Yes,No,No,0
CR0003436,C012,M01239,Yes,No,No,0
CR0003437,C012,M00860,Yes,No,No,0
CR0003438,C012,M00409,Yes,No,No,0
CR0003439,C012,M00900,Yes,No,No,0
CR0003440,C012,M00994,Yes,Yes,No,0
CR0003441,C012,M01292,Yes,No,No,0
CR0003442,C012,M00162,Yes,No,No,0
CR0003443,C012,M01038,Yes,No,No,0
CR0003444,C012,M01215,Yes,No,No,0
CR0003445,C012,M01192,Yes,No,No,0
CR0003446,C012,M00276,Yes,No,No,0
CR0003447,C012,M01199,Yes,Yes,No,0
CR0003448,C012,M00116,Yes,No,No,0
CR0003449,C012,M01126,Yes,Yes,No,0
CR0003450,C012,M00066,Yes,No,No,0
