visit_id,member_id,visit_date,facility_id,service_category,check_in_hour,duration_minutes,source_system
V00004218,M00099,2025-03-07,F03,Aquatics,6,47,Access control
V00004219,M00099,2025-03-21,F02,Aquatics,8,63,Access control
V00004220,M00099,2025-03-21,F02,Gymnasium,11,115,Access control
V00004221,M00099,2025-04-09,F02,Group class,17,37,Front desk entry
V00004222,M00099,2025-04-18,F02,Open recreation,12,123,Access control
V00004223,M00099,2025-04-15,F02,Fitness,12,98,Access control
V00004224,M00099,2025-04-17,F02,Group class,19,65,Access control
V00004225,M00099,2025-04-20,F02,Fitness,20,43,Access control
V00004226,M00099,2025-04-16,F02,Gymnasium,12,125,Access control
V00004227,M00099,2025-04-14,F02,Open recreation,17,128,Access control
V00004228,M00099,2025-05-19,F02,Fitness,18,70,Access control
V00004229,M00099,2025-05-14,F02,Group class,7,124,Access control
V00004230,M00099,2025-06-19,F02,Gymnasium,18,85,Access control
V00004231,M00099,2025-06-24,F02,Group class,17,41,Access control
V00004232,M00099,2025-06-24,F02,Fitness,18,74,Access control
V00004233,M00099,2025-06-16,F02,Open recreation,20,47,Access control
V00004234,M00099,2025-06-19,F02,Fitness,10,118,Access control
V00004235,M00099,2025-06-02,F02,Aquatics,18,38,Access control
V00004236,M00099,2025-06-08,F02,Open recreation,9,67,Access control
V00004237,M00099,2025-07-04,F02,Group class,20,78,Front desk entry
V00004238,M00099,2025-07-22,F02,Fitness,19,32,Front desk entry
V00004239,M00099,2025-07-04,F02,Group class,16,117,Access control
V00004240,M00099,2025-07-15,F02,Open recreation,18,47,Access control
V00004241,M00099,2025-08-15,F01,Gymnasium,17,46,Access control
V00004242,M00099,2025-08-03,F02,Group class,19,31,Access control
V00004243,M00099,2025-08-10,F02,Aquatics,16,31,Access control
V00004244,M00099,2025-08-23,F02,Fitness,16,50,Access control
V00004245,M00099,2025-09-26,F02,Open recreation,11,64,Access control
V00004246,M00099,2025-09-20,F02,Open recreation,7,35,Access control
V00004247,M00099,2025-10-16,F02,Fitness,12,74,Access control
V00004248,M00099,2025-10-08,F02,Aquatics,17,108,Access control
V00004249,M00099,2025-10-23,F02,Fitness,20,106,Access control
V00004250,M00099,2025-10-27,F02,Gymnasium,18,45,Access control
V00004251,M00099,2025-10-20,F02,Gymnasium,19,96,Front desk entry
V00004252,M00099,2025-10-05,F01,Gymnasium,7,,Front desk entry
V00004253,M00099,2025-10-12,F02,Aquatics,17,38,Access control
V00004254,M00099,2025-10-17,F02,Group class,18,82,Access control
V00004255,M00099,2025-11-05,F02,Aquatics,15,52,Access control
V00004256,M00099,2025-11-07,F02,Aquatics,19,42,Access control
V00004257,M00099,2025-11-23,F02,Group class,6,79,Access control
V00004258,M00099,2025-11-02,F02,Fitness,20,36,Access control
V00004259,M00099,2025-11-02,F02,Fitness,9,46,Access control
V00004260,M00099,2025-11-15,F02,Open recreation,20,39,Front desk entry
V00004261,M00099,2025-11-06,F03,Gymnasium,18,97,Access control
V00004262,M00099,2025-11-22,F02,Gymnasium,15,92,Access control
V00004263,M00099,2025-12-22,F01,Group class,7,68,Access control
V00004264,M00099,2025-12-14,F02,Open recreation,7,126,Access control
V00004265,M00099,2025-12-17,F02,Group class,10,,Access control
V00004266,M00100,2024-01-09,F03,Open recreation,6,85,Access control
V00004267,M00100,2024-01-03,F03,Open recreation,16,57,Access control
V00004268,M00100,2024-02-03,F03,Open recreation,6,38,Access control
V00004269,M00100,2024-05-01,F03,Open recreation,19,105,Access control
V00004270,M00100,2024-05-21,F03,Aquatics,20,76,Access control
V00004271,M00100,2024-07-03,F03,Fitness,19,110,Access control
V00004272,M00100,2024-08-08,F03,Gymnasium,6,90,Access control
V00004273,M00100,2024-09-08,F03,Fitness,19,126,Access control
V00004274,M00101,2023-09-25,F01,Group class,8,55,Front desk entry
V00004275,M00101,2023-09-17,F01,Fitness,17,81,Access control
V00004276,M00101,2023-09-26,F03,Gymnasium,18,85,Access control
V00004277,M00101,2023-10-24,F01,Aquatics,16,121,Access control
V00004278,M00101,2023-10-22,F03,Gymnasium,9,95,Front desk entry
V00004279,M00101,2023-11-12,F01,Fitness,19,43,Access control
V00004280,M00101,2023-11-07,F01,Aquatics,17,88,Access control
V00004281,M00101,2023-11-19,F01,Fitness,11,33,Access control
V00004282,M00101,2023-12-26,F01,Aquatics,18,125,Access control
V00004283,M00101,2023-12-25,F01,Fitness,18,40,Access control
V00004284,M00101,2023-12-17,F04,Group class,15,87,Access control
V00004285,M00101,2023-12-06,F01,Fitness,18,57,Access control
V00004286,M00101,2023-12-08,F01,Open recreation,17,32,Access control
V00004287,M00101,2024-01-12,F01,Gymnasium,6,127,Access control
V00004288,M00101,2024-01-23,F01,Gymnasium,18,106,Access control
V00004289,M00101,2024-01-15,F04,Group class,7,109,Access control
V00004290,M00101,2024-02-21,F01,Fitness,8,30,Access control
V00004291,M00101,2024-02-21,F01,Gymnasium,16,81,Access control
V00004292,M00101,2024-02-11,F01,Gymnasium,19,92,Access control
V00004293,M00101,2024-02-20,F01,Fitness,11,120,Access control
V00004294,M00101,2024-02-27,F02,Aquatics,7,105,Access control
V00004295,M00101,2024-02-20,F01,Open recreation,6,72,Access control
V00004296,M00101,2024-03-13,F01,Fitness,10,39,Access control
V00004297,M00101,2024-03-20,F01,Aquatics,20,92,Access control
V00004298,M00101,2024-03-03,F03,Fitness,17,30,Access control
V00004299,M00101,2024-03-11,F01,Gymnasium,18,65,Access control
V00004300,M00101,2024-03-07,F01,Aquatics,18,94,Front desk entry
V00004301,M00101,2024-03-05,F01,Fitness,8,42,Access control
V00004302,M00101,2024-03-21,F01,Open recreation,17,126,Access control
V00004303,M00101,2024-04-15,F01,Fitness,6,66,Access control
V00004304,M00101,2024-04-02,F01,Group class,17,80,Access control
V00004305,M00101,2024-04-04,F01,Fitness,7,53,Access control
V00004306,M00101,2024-04-19,F02,Fitness,12,100,Access control
V00004307,M00101,2024-04-09,F01,Aquatics,20,113,Access control
V00004308,M00101,2024-04-16,F01,Open recreation,9,42,Access control
V00004309,M00101,2024-04-09,F01,Fitness,18,116,Access control
V00004310,M00101,2024-05-11,F01,Gymnasium,17,76,Access control
V00004311,M00101,2024-05-16,F01,Fitness,18,107,Access control
V00004312,M00101,2024-05-16,F01,Gymnasium,8,63,Access control
V00004313,M00101,2024-05-02,F01,Group class,6,54,Access control
V00004314,M00101,2024-06-16,F01,Open recreation,18,41,Access control
V00004315,M00101,2024-06-16,F01,Fitness,20,104,Access control
V00004316,M00101,2024-06-11,F01,Aquatics,20,41,Access control
V00004317,M00101,2024-06-05,F01,Fitness,15,98,Access control
V00004318,M00101,2024-07-08,F01,Group class,10,99,Access control
V00004319,M00101,2024-07-08,F01,Fitness,18,87,Access control
V00004320,M00101,2024-07-01,F01,Gymnasium,11,55,Access control
V00004321,M00101,2024-07-02,F01,Open recreation,8,75,Access control
V00004322,M00101,2024-07-04,F01,Aquatics,18,117,Access control
V00004323,M00101,2024-07-07,F01,Open recreation,15,68,Access control
V00004324,M00101,2024-08-13,F01,Fitness,20,42,Access control
V00004325,M00101,2024-08-22,F01,Fitness,8,109,Access control
V00004326,M00101,2024-09-27,F03,Open recreation,12,74,Access control
V00004327,M00101,2024-09-16,F01,Group class,9,65,Access control
V00004328,M00101,2024-09-01,F04,Fitness,17,91,Access control
V00004329,M00101,2024-09-04,F01,Open recreation,20,51,Access control
V00004330,M00101,2024-09-19,F01,Open recreation,19,74,Access control
V00004331,M00101,2024-09-24,F01,Aquatics,19,122,Access control
V00004332,M00101,2024-10-07,F01,Fitness,17,65,Access control
V00004333,M00101,2024-10-02,F01,Open recreation,11,103,Access control
V00004334,M00101,2024-10-11,F01,Open recreation,12,64,Access control
V00004335,M00101,2024-10-10,F01,Fitness,18,79,Access control
V00004336,M00101,2024-10-13,F01,Group class,16,70,Access control
V00004337,M00101,2024-10-11,F01,Gymnasium,17,30,Access control
V00004338,M00101,2024-11-26,F01,Aquatics,11,98,Access control
V00004339,M00101,2024-11-10,F03,Aquatics,19,99,Access control
V00004340,M00101,2024-12-06,F01,Open recreation,8,71,Access control
V00004341,M00101,2024-12-26,F01,Fitness,17,44,Access control
V00004342,M00101,2024-12-14,F03,Aquatics,17,55,Access control
V00004343,M00101,2025-01-04,F01,Fitness,18,116,Access control
V00004344,M00101,2025-01-01,F01,Aquatics,9,78,Access control
V00004345,M00101,2025-01-02,F01,Fitness,18,71,Access control
V00004346,M00101,2025-01-20,F01,Fitness,15,48,Access control
V00004347,M00101,2025-01-06,F01,Open recreation,15,122,Access control
V00004348,M00101,2025-02-18,F01,Open recreation,11,130,Front desk entry
V00004349,M00101,2025-02-24,F01,Gymnasium,17,123,Access control
V00004350,M00101,2025-02-27,F01,Fitness,19,55,Access control
V00004351,M00101,2025-02-21,F01,Gymnasium,19,39,Access control
V00004352,M00101,2025-02-26,F01,Open recreation,19,75,Access control
V00004353,M00101,2025-02-05,F01,Open recreation,12,118,Access control
V00004354,M00101,2025-03-27,F01,Open recreation,16,99,Access control
V00004355,M00101,2025-03-04,F01,Fitness,18,58,Access control
V00004356,M00101,2025-03-25,F01,Fitness,19,84,Access control
V00004357,M00101,2025-03-09,F01,Group class,7,32,Access control
V00004358,M00101,2025-04-16,F01,Open recreation,9,106,Access control
V00004359,M00101,2025-04-07,F01,Aquatics,16,62,Access control
V00004360,M00101,2025-04-05,F04,Group class,17,68,Access control
V00004361,M00101,2025-04-06,F01,Fitness,18,45,Access control
V00004362,M00101,2025-04-13,F01,Aquatics,7,58,Access control
V00004363,M00101,2025-04-10,F01,Group class,10,34,Access control
V00004364,M00101,2025-04-22,F01,Aquatics,18,104,Access control
V00004365,M00101,2025-04-10,F01,Gymnasium,6,92,Access control
V00004366,M00101,2025-05-03,F01,Open recreation,7,111,Access control
V00004367,M00101,2025-05-01,F01,Gymnasium,17,92,Access control
V00004368,M00101,2025-05-01,F01,Fitness,19,57,Access control
V00004369,M00101,2025-05-24,F01,Fitness,15,54,Access control
V00004370,M00101,2025-06-18,F01,Fitness,16,96,Access control
V00004371,M00101,2025-06-08,F02,Fitness,20,109,Access control
V00004372,M00101,2025-06-11,F01,Aquatics,16,32,Access control
V00004373,M00101,2025-07-23,F03,Open recreation,15,91,Access control
V00004374,M00101,2025-07-03,F01,Open recreation,17,44,Access control
V00004375,M00101,2025-08-27,F01,Group class,18,106,Access control
V00004376,M00101,2025-08-15,F01,Aquatics,19,46,Access control
V00004377,M00101,2025-08-09,F01,Aquatics,17,85,Access control
V00004378,M00101,2025-08-02,F02,Gymnasium,9,77,Access control
V00004379,M00101,2025-08-19,F01,Open recreation,6,,Access control
V00004380,M00101,2025-08-20,F01,Fitness,19,103,Access control
V00004381,M00101,2025-09-07,F01,Group class,6,105,Access control
V00004382,M00101,2025-09-03,F01,Fitness,16,48,Access control
V00004383,M00101,2025-09-25,F01,Aquatics,12,46,Access control
V00004384,M00101,2025-09-06,F02,Gymnasium,19,65,Access control
V00004385,M00101,2025-09-26,F01,Aquatics,17,58,Access control
V00004386,M00101,2025-09-23,F01,Gymnasium,11,107,Access control
V00004387,M00101,2025-09-04,F04,Open recreation,19,116,Access control
V00004388,M00101,2025-10-25,F01,Aquatics,17,84,Access control
V00004389,M00101,2025-10-23,F01,Aquatics,18,112,Access control
V00004390,M00101,2025-10-19,F01,Aquatics,6,130,Access control
V00004391,M00101,2025-10-21,F01,Aquatics,19,105,Access control
V00004392,M00101,2025-10-27,F02,Open recreation,19,96,Access control
V00004393,M00101,2025-10-13,F01,Gymnasium,17,61,Access control
V00004394,M00101,2025-10-03,F02,Fitness,18,122,Access control
V00004395,M00101,2025-10-14,F01,Aquatics,17,46,Access control
V00004396,M00101,2025-11-14,F01,Gymnasium,15,107,Access control
V00004397,M00101,2025-11-20,F01,Group class,18,78,Access control
V00004398,M00101,2025-11-10,F01,Gymnasium,19,83,Access control
V00004399,M00101,2025-12-14,F01,Aquatics,6,120,Access control
V00004400,M00101,2025-12-02,F01,Open recreation,9,40,Access control
V00004401,M00102,2024-05-01,F02,Fitness,17,90,Access control
V00004402,M00102,2024-05-04,F02,Gymnasium,18,81,Access control
V00004403,M00102,2024-05-21,F02,Aquatics,16,60,Access control
V00004404,M00102,2024-06-10,F02,Aquatics,9,32,Access control
V00004405,M00102,2024-06-12,F02,Aquatics,6,110,Access control
V00004406,M00102,2024-07-10,F02,Fitness,19,99,Front desk entry
V00004407,M00102,2024-08-17,F02,Gymnasium,7,108,Access control
V00004408,M00102,2024-08-10,F02,Aquatics,20,110,Access control
V00004409,M00102,2024-08-23,F02,Aquatics,19,93,Access control
V00004410,M00102,2024-09-13,F02,Group class,18,46,Access control
V00004411,M00102,2024-09-09,F02,Aquatics,17,77,Access control
V00004412,M00102,2024-09-01,F02,Fitness,16,47,Access control
V00004413,M00102,2024-09-18,F02,Aquatics,18,47,Access control
V00004414,M00102,2024-10-09,F02,Gymnasium,20,54,Access control
V00004415,M00102,2024-10-20,F02,Gymnasium,8,54,Access control
V00004416,M00102,2024-11-23,F02,Fitness,17,84,Access control
V00004417,M00102,2024-11-15,F02,Fitness,18,128,Access control
V00004418,M00102,2024-12-17,F02,Gymnasium,10,69,Access control
V00004419,M00102,2024-12-04,F02,Aquatics,17,85,Access control
V00004420,M00103,2024-11-10,F01,Gymnasium,20,69,Access control
V00004421,M00103,2024-11-25,F01,Gymnasium,15,44,Access control
V00004422,M00103,2024-12-20,F01,Fitness,7,58,Access control
V00004423,M00103,2024-12-25,F01,Fitness,7,125,Access control
V00004424,M00104,2023-03-22,F01,Group class,6,38,Access control
V00004425,M00104,2023-03-18,F01,Gymnasium,17,30,Access control
V00004426,M00104,2023-03-17,F01,Aquatics,18,66,Access control
V00004427,M00104,2023-03-15,F01,Open recreation,10,59,Access control
V00004428,M00104,2023-03-04,F01,Fitness,7,119,Access control
V00004429,M00104,2023-04-02,F01,Fitness,9,111,Access control
V00004430,M00104,2023-04-03,F01,Fitness,15,37,Access control
V00004431,M00104,2023-05-15,F01,Gymnasium,7,81,Access control
V00004432,M00104,2023-05-22,F01,Open recreation,19,115,Access control
V00004433,M00104,2023-05-11,F01,Open recreation,19,51,Access control
V00004434,M00104,2023-05-27,F01,Fitness,18,116,Access control
V00004435,M00104,2023-05-10,F01,Group class,18,125,Access control
V00004436,M00104,2023-05-22,F01,Fitness,8,65,Access control
V00004437,M00104,2023-06-12,F01,Fitness,19,37,Access control
V00004438,M00104,2023-06-10,F01,Aquatics,18,73,Access control
V00004439,M00104,2023-07-18,F03,Gymnasium,19,90,Access control
V00004440,M00104,2023-07-19,F01,Fitness,6,108,Front desk entry
V00004441,M00104,2023-07-09,F01,Fitness,8,63,Access control
V00004442,M00104,2023-08-14,F04,Group class,18,60,Access control
V00004443,M00104,2023-08-12,F01,Group class,7,121,Access control
V00004444,M00104,2023-08-06,F01,Aquatics,17,45,Access control
V00004445,M00104,2023-08-05,F01,Gymnasium,20,42,Front desk entry
V00004446,M00104,2023-08-25,F01,Fitness,11,78,Access control
V00004447,M00104,2023-09-04,F01,Group class,18,35,Access control
V00004448,M00104,2023-09-12,F03,Gymnasium,20,80,Access control
V00004449,M00104,2023-09-23,F01,Group class,17,106,Access control
V00004450,M00104,2023-09-01,F01,Aquatics,17,87,Access control
V00004451,M00104,2023-10-05,F02,Gymnasium,17,90,Access control
V00004452,M00104,2023-10-01,F01,Fitness,7,57,Access control
V00004453,M00104,2023-10-21,F01,Open recreation,18,84,Access control
V00004454,M00104,2023-10-17,F01,Fitness,15,88,Access control
V00004455,M00104,2023-11-06,F01,Gymnasium,6,61,Access control
V00004456,M00104,2023-11-22,F01,Fitness,7,83,Access control
V00004457,M00104,2023-12-08,F01,Aquatics,19,82,Access control
V00004458,M00104,2023-12-02,F01,Gymnasium,11,119,Access control
V00004459,M00104,2023-12-23,F01,Fitness,17,126,Access control
V00004460,M00104,2023-12-26,F02,Fitness,7,73,Access control
V00004461,M00104,2024-01-10,F01,Fitness,18,62,Access control
V00004462,M00104,2024-02-24,F01,Open recreation,12,111,Access control
V00004463,M00104,2024-03-02,F01,Open recreation,12,102,Access control
V00004464,M00104,2024-03-16,F01,Gymnasium,15,106,Access control
V00004465,M00104,2024-04-24,F01,Gymnasium,19,129,Access control
V00004466,M00104,2024-04-15,F01,Aquatics,18,96,Front desk entry
V00004467,M00104,2024-04-26,F04,Gymnasium,19,93,Access control
V00004468,M00104,2024-05-22,F01,Group class,16,99,Access control
V00004469,M00104,2024-08-02,F01,Fitness,15,118,Front desk entry
V00004470,M00104,2024-09-22,F01,Gymnasium,19,55,Access control
V00004471,M00104,2024-09-13,F01,Aquatics,19,104,Access control
V00004472,M00104,2024-09-18,F01,Fitness,12,74,Access control
V00004473,M00104,2024-10-23,F01,Group class,16,114,Access control
V00004474,M00104,2024-11-05,F01,Gymnasium,18,48,Front desk entry
V00004475,M00104,2024-11-23,F01,Open recreation,16,106,Access control
V00004476,M00104,2024-12-09,F01,Fitness,17,108,Access control
V00004477,M00104,2025-01-05,F01,Fitness,6,97,Access control
V00004478,M00104,2025-01-13,F01,Fitness,9,46,Access control
V00004479,M00104,2025-01-04,F03,Group class,19,101,Access control
V00004480,M00104,2025-01-09,F01,Aquatics,18,60,Access control
V00004481,M00104,2025-01-25,F01,Open recreation,20,112,Access control
V00004482,M00104,2025-02-17,F01,Group class,19,118,Access control
V00004483,M00104,2025-02-09,F03,Aquatics,19,53,Access control
V00004484,M00104,2025-03-01,F01,Group class,20,107,Access control
V00004485,M00104,2025-04-16,F01,Fitness,9,55,Front desk entry
V00004486,M00104,2025-04-14,F01,Aquatics,18,88,Access control
V00004487,M00104,2025-04-24,F01,Aquatics,20,53,Access control
V00004488,M00104,2025-04-22,F01,Aquatics,18,60,Front desk entry
V00004489,M00104,2025-05-21,F01,Gymnasium,19,65,Access control
V00004490,M00104,2025-05-18,F01,Open recreation,20,76,Access control
V00004491,M00104,2025-05-16,F01,Gymnasium,8,51,Access control
V00004492,M00104,2025-06-08,F01,Group class,7,88,Access control
V00004493,M00104,2025-07-26,F01,Fitness,7,104,Access control
V00004494,M00104,2025-07-07,F01,Gymnasium,19,124,Access control
V00004495,M00104,2025-07-05,F01,Fitness,11,119,Access control
V00004496,M00104,2025-07-25,F01,Open recreation,9,110,Access control
V00004497,M00104,2025-08-15,F03,Fitness,19,73,Access control
V00004498,M00104,2025-09-07,F01,Aquatics,8,50,Access control
